183	73	{}
183	226	{}
211	29	{}
211	189	{}
211	127	{}
211	83	{}
211	230	{}
211	72	{}
29	189	{}
29	119	{}
189	119	{}
189	73	{}
189	252	{}
189	127	{}
119	73	{}
73	98	{}
73	114	{}
73	226	{}
73	197	{}
73	252	{}
98	114	{}
98	204	{}
98	185	{}
98	242	{}
98	197	{}
98	252	{}
114	226	{}
114	185	{}
226	210	{}
226	185	{}
210	22	{}
210	185	{}
210	109	{}
210	219	{}
22	185	{}
22	168	{}
22	109	{}
22	219	{}
204	77	{}
204	185	{}
204	142	{}
204	242	{}
77	185	{}
77	168	{}
77	205	{}
77	60	{}
77	142	{}
185	168	{}
185	109	{}
185	142	{}
168	205	{}
168	109	{}
205	109	{}
205	255	{}
205	137	{}
205	234	{}
205	112	{}
205	60	{}
205	89	{}
205	142	{}
109	277	{}
109	219	{}
109	255	{}
277	219	{}
277	218	{}
277	141	{}
277	255	{}
218	156	{}
218	258	{}
218	141	{}
156	236	{}
156	258	{}
156	141	{}
156	223	{}
236	258	{}
236	10	{}
236	223	{}
258	141	{}
258	223	{}
141	8	{}
141	223	{}
141	177	{}
141	255	{}
10	223	{}
10	118	{}
10	172	{}
8	223	{}
8	177	{}
223	118	{}
223	172	{}
223	42	{}
223	196	{}
223	100	{}
223	30	{}
223	177	{}
118	172	{}
172	70	{}
172	42	{}
172	150	{}
70	42	{}
70	150	{}
42	150	{}
42	233	{}
42	196	{}
150	65	{}
150	233	{}
65	233	{}
233	196	{}
196	100	{}
196	30	{}
100	30	{}
100	96	{}
100	177	{}
100	255	{}
100	192	{}
30	96	{}
30	192	{}
96	206	{}
96	177	{}
96	255	{}
96	102	{}
96	167	{}
96	192	{}
206	255	{}
206	137	{}
206	89	{}
206	102	{}
177	255	{}
255	137	{}
137	89	{}
234	112	{}
234	60	{}
234	105	{}
234	11	{}
234	89	{}
112	60	{}
60	79	{}
60	105	{}
60	11	{}
60	123	{}
60	142	{}
79	105	{}
79	106	{}
79	88	{}
79	123	{}
105	11	{}
105	257	{}
105	247	{}
105	106	{}
11	165	{}
11	89	{}
11	257	{}
11	247	{}
165	58	{}
165	89	{}
165	257	{}
58	89	{}
58	24	{}
58	130	{}
58	257	{}
89	102	{}
89	167	{}
89	24	{}
102	167	{}
167	192	{}
167	24	{}
192	92	{}
192	24	{}
192	130	{}
92	130	{}
92	99	{}
24	130	{}
130	99	{}
130	53	{}
130	271	{}
130	257	{}
99	53	{}
53	271	{}
271	138	{}
271	227	{}
271	257	{}
138	227	{}
138	257	{}
138	247	{}
138	152	{}
227	257	{}
227	152	{}
257	247	{}
247	106	{}
247	152	{}
106	152	{}
106	88	{}
106	123	{}
152	26	{}
152	104	{}
152	248	{}
152	4	{}
152	88	{}
26	104	{}
26	248	{}
104	38	{}
104	248	{}
104	126	{}
38	248	{}
38	278	{}
38	126	{}
248	253	{}
248	4	{}
248	88	{}
248	48	{}
248	15	{}
248	278	{}
253	48	{}
253	128	{}
253	15	{}
253	278	{}
4	88	{}
88	48	{}
88	123	{}
48	123	{}
48	128	{}
123	142	{}
123	128	{}
142	242	{}
142	128	{}
142	15	{}
242	121	{}
242	15	{}
242	27	{}
242	197	{}
121	15	{}
121	278	{}
121	27	{}
128	15	{}
15	278	{}
278	27	{}
278	252	{}
278	127	{}
278	43	{}
278	115	{}
278	56	{}
278	222	{}
278	126	{}
278	39	{}
278	153	{}
278	83	{}
27	197	{}
27	252	{}
27	127	{}
197	252	{}
252	127	{}
127	83	{}
43	115	{}
43	56	{}
43	83	{}
115	56	{}
115	222	{}
56	238	{}
56	222	{}
56	155	{}
56	33	{}
56	83	{}
238	222	{}
238	153	{}
238	232	{}
238	155	{}
222	153	{}
126	39	{}
39	153	{}
39	232	{}
39	250	{}
153	232	{}
232	250	{}
232	235	{}
232	0	{}
232	155	{}
250	0	{}
235	0	{}
235	155	{}
259	0	{}
259	155	{}
0	155	{}
241	140	{}
241	18	{}
241	155	{}
241	31	{}
241	260	{}
241	188	{}
140	155	{}
140	31	{}
140	83	{}
140	12	{}
140	260	{}
18	155	{}
155	31	{}
155	33	{}
155	83	{}
31	260	{}
33	83	{}
83	230	{}
83	12	{}
230	12	{}
230	84	{}
230	72	{}
12	260	{}
12	82	{}
12	84	{}
260	82	{}
260	49	{}
260	225	{}
260	188	{}
82	190	{}
82	84	{}
82	245	{}
82	49	{}
190	84	{}
190	237	{}
190	245	{}
190	149	{}
84	72	{}
84	237	{}
237	245	{}
237	149	{}
245	149	{}
245	64	{}
245	221	{}
245	268	{}
245	49	{}
149	64	{}
64	221	{}
221	268	{}
268	274	{}
268	49	{}
49	251	{}
49	225	{}
49	188	{}
251	181	{}
251	91	{}
251	164	{}
251	193	{}
251	225	{}
251	188	{}
181	91	{}
91	164	{}
164	193	{}
164	188	{}
193	225	{}
193	188	{}
225	188	{}
