element_type,osmid,leisure,geometry,ele,gnis:county_id,gnis:created,gnis:feature_id,gnis:state_id,historic,name,wikidata,barrier,source,access,addr:city,addr:country,addr:housenumber,addr:postcode,addr:state,addr:street,description,building,fee,opening_hours,operator,material,artwork_type,tourism,level,wheelchair,memorial,nodes,operator:type,operator:wikidata,operator:short,alt_name,boundary,owner,ownership,protected,protection_title,landuse,surface,wikipedia,garden:type,fence_type,ref:bcrp,address,short_name,loc_name,official_name,name:en,name:lt,website,attraction,email,not:operator:wikidata,dog,alt_name:en,alt_name:wikidata,demolished:building,garden:style,source:date,source:leisure,owner:short,owner:wikidata,park:type,restriction,sport,addr:unit,year_of_construction,surface_1,height,note,leaf_cycle,leaf_type,natural,artist_name,start_date,import,layer,basin,image,wikimedia_commons,survey:date,ways,type,protect_class,phone,operator:alt_name,operator:website,start_date:operator,source:operator,was:landuse
relation,11181873,park,"POLYGON ((-76.6518436 39.3390414, -76.6512381 39.3393014, -76.6506469 39.3393867, -76.6503303 39.3394072, -76.6500037 39.3394284, -76.6500222 39.3395178, -76.6500018 39.3396659, -76.6499385 39.3397794, -76.6498385 39.3398414, -76.6496444 39.3399199, -76.6493619 39.3399789, -76.6489417 39.3399713, -76.6487529 39.3399988, -76.6486722 39.3400482, -76.6486046 39.340113, -76.6485152 39.3402619, -76.6484512 39.3402569, -76.6484932 39.3398174, -76.6484755 39.3393656, -76.6483969 39.3389176, -76.648319 39.3386476, -76.6482996 39.3385802, -76.6480878 39.3380649, -76.647335 39.3366838, -76.6479038 39.3365483, -76.6486279 39.3363704, -76.6489886 39.3362816, -76.6490875 39.3362575, -76.6494224 39.3365253, -76.6496585 39.3363861, -76.6500455 39.3364537, -76.650131 39.3368823, -76.6499787 39.337179, -76.6498065 39.3373002, -76.649804 39.3375117, -76.6499327 39.3376872, -76.6500783 39.3377462, -76.6502939 39.3376497, -76.6504249 39.3375254, -76.6505237 39.3374435, -76.650555 39.3376503, -76.6505455 39.337855, -76.6506206 39.3379164, -76.6508083 39.3380268, -76.6513287 39.338365, -76.6516414 39.3385719, -76.6518625 39.3387882, -76.652015 39.3389678, -76.6518436 39.3390414))",,,,,,,Jones Falls Trail,,,,,,,,,,,,,,,Baltimore City Department of Recreation & Parks,,,,,,,"[[[7601322278, 7601322277, 9768397769, 2712729129, 9768397770, 9768397771, 9768397772, 9768397773, 9768397774, 9768397775, 9768397776, 9768397777, 9768397778, 9768397779, 9771070385], [9771070385, 9768397780, 9768397781, 9768397782, 9771085802, 9771085803, 2712729135, 9771085804], [9771085804, 9768397783, 9768397784, 9771085825], [9771085825, 7601322276, 7601322275, 7601322274, 7601322273, 7601322272, 7601322271, 7601322270, 7601322269, 7601322268, 7601322267, 7601322266, 7601322265, 7601322264, 7601322263, 7601322262, 7601322261, 7609347783], [7609347783, 7601322260, 7601322259, 7601322280], [9786971836, 7601322280], [9786971837, 9786971836], [9786971838, 9786971837], [7601322278, 9786971838]]]",public,Q110062922,BCRP,,,,,,,,,,,,,3900 Clipper Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,new,,,,,,"[1063789124, 1063789136, 1063789138, 813758933, 1064224208, 1065731452, 813758934, 1065731450, 1065731449]",multipolygon,,,,,,,
relation,11231434,park,"POLYGON ((-76.6297935 39.3397396, -76.6296132 39.3397596, -76.6293074 39.3397855, -76.6289011 39.3397897, -76.6285202 39.3397554, -76.6282225 39.3396984, -76.6280025 39.339632, -76.6277598 39.3395324, -76.6275224 39.3394121, -76.6273803 39.3393126, -76.6272086 39.3391673, -76.6263302 39.3381737, -76.6261303 39.3379548, -76.6259493 39.3377826, -76.6258192 39.3376789, -76.6256127 39.3375337, -76.6255631 39.3374953, -76.6255671 39.3374808, -76.6256489 39.3374611, -76.625905 39.3376084, -76.6260526 39.3377142, -76.6262698 39.3378988, -76.6265152 39.3381343, -76.6267271 39.3383313, -76.6270021 39.3386176, -76.6273038 39.338908, -76.6275492 39.3391072, -76.6278215 39.339268, -76.6280146 39.3393603, -76.6281849 39.3394142, -76.6283727 39.3394547, -76.6286811 39.3394889, -76.6290204 39.3394899, -76.6296697 39.3394344, -76.6302554 39.3393605, -76.6307049 39.3393317, -76.6310747 39.3393358, -76.6314216 39.3393824, -76.6317772 39.3394973, -76.6319118 39.3395864, -76.6320338 39.3396848, -76.6321966 39.3398682, -76.6323807 39.3401269, -76.6323771 39.340183, -76.6322515 39.3403281, -76.6319967 39.3401625, -76.6317879 39.3400475, -76.6314835 39.3399079, -76.6311296 39.3398066, -76.6308535 39.3397464, -76.6305615 39.3397191, -76.6302731 39.3397218, -76.6297935 39.3397396))",,,,,,,Centennial Park,,,,,,,,,,,,,,,,,,,,,,"[[[6016287121, 7647920397, 7647920396, 7647920395, 7647920394, 7647920393, 7647920392, 7647920391, 7647920390, 7647920389, 7647920388, 7647920387, 7647920386, 7647920385, 7647920384, 7647920383, 7647920382, 7647920381, 7647920380, 7647920379, 7647920378, 7647920377, 7647920376, 7647920375, 7647920374, 7647920373, 7647920372, 7647920371, 7647920370, 7647920369, 7647920368, 7647920367, 7647920366, 6016287120], [6016287121, 6016287122, 6016287123, 6016287124, 6016287125, 6016287126, 6016287127, 6016287128, 6016287110, 6016287111, 6016287112, 6016287113, 6016287114, 7647920354, 6016287115, 6016287116, 6016287117, 6016287118, 6016287119, 6016287120]]]",,,,,,,,,,,,,,,,,,,,,,https://rolandpark.org/community-resources/open-space/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[818947426, 638334714]",multipolygon,,,,,,,
relation,11246147,garden,"POLYGON ((-76.6244809 39.2773099, -76.6243627 39.27756, -76.6243118 39.277546, -76.6242998 39.2775406, -76.6244108 39.2772911, -76.6244809 39.2773099))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[[[7657996617, 7657989468], [7657989471, 7657996617], [7657989471, 7657989470, 7657989469, 7657989468]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[820101789, 820101793, 820101792]",multipolygon,,,,,,,
relation,11490549,park,"POLYGON ((-76.7119387 39.2960052, -76.7118673 39.2960437, -76.7108484 39.2965937, -76.7108334 39.296581, -76.710457 39.2962962, -76.7102583 39.2961433, -76.7101939 39.2961536, -76.7100129 39.2957779, -76.7100303 39.2957354, -76.7104635 39.2954718, -76.7106888 39.2953919, -76.710666 39.2953389, -76.7109745 39.2952507, -76.7109999 39.2952912, -76.7111072 39.2952642, -76.711189 39.295232, -76.7119387 39.2960052))",,,,,,,West Hills Park,,,,,Baltimore,US,5005,21229,MD,Saint Gemma Road,,,,,,,,,,,,"[[[4411655324, 3105787401], [4411655388, 4411655387, 4411655380, 3432412076, 4411655372, 4411655346, 4411655344, 4411655335, 4411655332, 4411655329, 4411655325, 4411655328, 4411655326, 4411655324], [7801479565, 4411655388], [3105787401, 7801479565]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[835832293, 443612522, 835832287, 835832299]",multipolygon,,,,,,,
relation,11521279,garden,"POLYGON ((-76.5843386 39.3269992, -76.5836723 39.3278265, -76.583565 39.3278379, -76.5827323 39.327311, -76.5830918 39.3269533, -76.5834765 39.3267238, -76.5837005 39.3263295, -76.5837796 39.3264063, -76.5838856 39.3264872, -76.5841819 39.326787, -76.5843386 39.3269992))",,,,,,,Mothers' Garden,,,,,,,,,,,,,,,,,,,,,,"[[[1291291539, 3021440274, 3021440273, 4538945297, 4538945307, 4538945306, 4538945305, 4538945304], [4538945304, 1291291549, 1291291568, 1291291539]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[457811920, 838868451]",multipolygon,,,,,,,
relation,11521309,park,"POLYGON ((-76.5840656 39.2820435, -76.5840345 39.282072, -76.5836891 39.2818612, -76.5836639 39.2818642, -76.583623 39.281839, -76.5836191 39.2818188, -76.5835232 39.2817621, -76.5834657 39.2817659, -76.5834169 39.2817345, -76.5834194 39.2816926, -76.5833296 39.2816391, -76.5832996 39.2816405, -76.5832477 39.2816064, -76.5832473 39.2815872, -76.5827712 39.2812982, -76.5826459 39.2811267, -76.5825608 39.2809683, -76.5824709 39.280937, -76.5825108 39.2808956, -76.5824947 39.2808622, -76.5824503 39.2808336, -76.5824189 39.2808354, -76.5823371 39.280786, -76.582342 39.2807644, -76.5822919 39.2807338, -76.5819651 39.2807397, -76.5819188 39.2807099, -76.5818953 39.2807117, -76.5818538 39.2806862, -76.5818985 39.2806434, -76.5819882 39.2806979, -76.5822122 39.280698, -76.5823078 39.2806952, -76.5825306 39.2808315, -76.582626 39.2809969, -76.5828013 39.2812702, -76.582934 39.2813492, -76.5832927 39.2815665, -76.5833911 39.2816318, -76.5837377 39.2818408, -76.5839117 39.2819496, -76.5840656 39.2820435))",,,,,,,Anchorage Promenade Park,,,,,Baltimore,US,2339,21224,MD,Boston Street,,,,,Baltimore City Department of Recreation & Parks,,,,,,,"[[[2088030533, 937419299, 937419301], [1382357913, 2088030533], [1382357913, 7828225121, 7828225120, 7828225119, 7828225118, 7828225117, 7828225116, 7828225115, 7828225114, 7828225113, 7828225112, 7828225111, 7828225110, 7828225109, 7828225108, 7828225107, 7828225106, 7828225105, 7828225104, 7828225103, 7828225102, 7828225101, 7828225100, 7828225099, 7828225098, 7828225097, 7828225095, 7828225094], [7828225094, 937419254], [937419256, 937419252, 937419250, 244451408, 937419291, 244451409, 244451410, 937419289, 244451411, 937419254], [937419256, 937419301]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[838872519, 838872520, 838872525, 838872518, 838872523, 838872521]",multipolygon,,,,,,,
relation,12474538,park,"POLYGON ((-76.6781977 39.2986434, -76.6765022 39.2976943, -76.6763216 39.2975899, -76.6763011 39.2975781, -76.6763004 39.2974176, -76.6771346 39.2967679, -76.6772741 39.2966997, -76.6776412 39.2965938, -76.6778411 39.296508, -76.6784371 39.2961034, -76.6784634 39.2961067, -76.6784786 39.2963893, -76.6785613 39.2979234, -76.6785484 39.297949, -76.6785246 39.2979569, -76.6781611 39.2979712, -76.6781977 39.2986434))",,,,,,,Edgewood / Lyndhurst Park,,,,,,,835,,,Allendale Street,,,,,Baltimore City Department of Recreation & Parks,,,,,,,"[[[7515008454, 7515008466], [8545168806, 8975337879, 7515008465, 7515008464, 7515008463, 7515008462, 7515008461, 7515008460, 7515008459, 7515008458, 8975337899, 7515008457, 7515008456, 7515008455, 7515008454], [8545168806, 7515008466]]]",public,Q110062922,BCRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[920255971, 803377588, 920255996]",multipolygon,,,,,,,
relation,12636226,park,"MULTIPOLYGON (((-76.6295152 39.2720923, -76.6294283 39.2721593, -76.6283534 39.2713475, -76.6282648 39.2714176, -76.6269963 39.2704818, -76.6262971 39.2710507, -76.6273093 39.2718317, -76.6271351 39.2719736, -76.6273193 39.2721137, -76.6272466 39.272173, -76.6272047 39.2721772, -76.6271858 39.2721547, -76.6271519 39.2721449, -76.6271298 39.2721402, -76.6271107 39.2721158, -76.6270065 39.2720084, -76.626819 39.2718439, -76.6265489 39.2716512, -76.6263213 39.2714683, -76.6260938 39.2712921, -76.6258655 39.2711035, -76.6257699 39.2710308, -76.6257046 39.2709556, -76.6257637 39.2708169, -76.6257987 39.270692, -76.6259125 39.2704771, -76.6260675 39.2702738, -76.62619 39.269952, -76.6262647 39.2698708, -76.6263976 39.2698546, -76.6266222 39.269999, -76.6268861 39.2701586, -76.6271794 39.2703335, -76.6274409 39.2705425, -76.6277219 39.270762, -76.6280251 39.2709825, -76.6282374 39.2711535, -76.628451 39.27124, -76.6287554 39.2714899, -76.6290316 39.2716961, -76.6293163 39.2719336, -76.6295152 39.2720923)), ((-76.6271303 39.2722733, -76.6271373 39.2722762, -76.627089 39.2723453, -76.6267869 39.272111, -76.6249112 39.2735937, -76.6247516 39.2734612, -76.6247121 39.2733568, -76.6246954 39.2732926, -76.6247007 39.2731826, -76.624741 39.2730206, -76.6248241 39.2728607, -76.6249207 39.2726697, -76.6251245 39.2722046, -76.6253525 39.2718059, -76.6255993 39.2714176, -76.6257137 39.2713589, -76.6257574 39.2713763, -76.6258737 39.2714615, -76.62598 39.271538, -76.6260888 39.2715816, -76.6263538 39.2717887, -76.6266464 39.2720229, -76.6268069 39.2721023, -76.6270315 39.2722775, -76.627114 39.2722833, -76.6271303 39.2722733)))",,,,,,,Gwynns Falls Trail South,,,,,Baltimore,US,2100,21230,MD,Haines Street,,,,,Baltimore City Department of Recreation & Parks,,,,,,,"[[[8672094927, 847727150, 847727076, 847727180, 847727334, 847727054, 847727158, 847727274, 847727029, 847727128, 847727171, 244510279, 847727104, 847727211, 10140082857, 10140082858, 10140082859, 10140082860, 847727191, 847727343, 244510285, 8672094928], [8672094927, 8672094940, 8672094939, 8672094938, 8672094928], [847727236, 244510274, 244510275, 847727064, 847727199, 244510276, 847727355, 244510277, 847727069, 244510278, 847727351, 847727093, 847727202, 847727360, 847727071, 8672094923, 8672094924, 8672094925, 8672094926, 847727174], [8672094937, 8672094936, 8672094935, 3432399486, 8672094934, 8672094933, 8672094932, 8672094931, 8672094930, 8672094929, 847727174], [8672094937, 847727228, 847727026, 847727153, 847727034, 847727286, 847727062, 847727192, 847727335, 847727078, 847727212, 847727407, 847727236]]]",public,Q110062922,BCRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[935842665, 935842666, 935842662, 935842663, 935842660]",multipolygon,,,,,,,
relation,12764420,park,"POLYGON ((-76.5761454 39.2898563, -76.5732651 39.2899679, -76.5731566 39.2883334, -76.5731073 39.287491, -76.573049 39.2864727, -76.5757092 39.2863707, -76.5759447 39.2863616, -76.5759452 39.2863701, -76.5842121 39.2860515, -76.5844551 39.2895335, -76.584466 39.2896906, -76.5845187 39.2907408, -76.5845438 39.291125, -76.5845484 39.291195, -76.5845524 39.2912567, -76.5845616 39.2913971, -76.584588 39.2918011, -76.5833476 39.291849, -76.5762884 39.2921215, -76.5761454 39.2898563))",,510,09/12/1979,597877,24,,Patterson Park,Q3660981,,,,,,200,,,South Linwood Avenue,,,,,Baltimore City Department of Recreation & Parks,,,,,,,"[[[1471604989, 860788183, 2961976538, 860788184, 2000163209, 2000162651, 2000161882, 2000161577, 2289898562, 10824992925, 10824992928, 860788185, 1471604986, 860788195, 10824962016, 860788187, 5679769597, 4349304464, 860788192, 1471604989]]]",public,Q110062922,BCRP,,,,,,,,,en:Patterson Park,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[49664223],multipolygon,,,,,,,
relation,12764727,park,"MULTIPOLYGON (((-76.5369521 39.3326138, -76.5368556 39.3326397, -76.5367632 39.3327201, -76.536733 39.3328219, -76.5367457 39.3328874, -76.537001 39.3331653, -76.5369809 39.3331787, -76.5377529 39.3339485, -76.537907 39.3341716, -76.5379711 39.3343016, -76.5381135 39.3347605, -76.5381724 39.3348779, -76.538306 39.3350679, -76.5384786 39.3350216, -76.5386248 39.3351632, -76.5387986 39.3352903, -76.5391491 39.3352691, -76.539266 39.3362087, -76.5393191 39.3363353, -76.5394507 39.3364813, -76.5396846 39.3366042, -76.5398944 39.3366396, -76.54121 39.3366219, -76.5412316 39.3366419, -76.5412377 39.3368726, -76.5412256 39.3369946, -76.541183 39.3371341, -76.5410739 39.337321, -76.5409292 39.337468, -76.5406496 39.3376918, -76.5406089 39.3377006, -76.5404073 39.3375603, -76.540703 39.336976, -76.5400309 39.3369603, -76.5394954 39.3367381, -76.5387089 39.3364421, -76.5389593 39.3359207, -76.5380211 39.3349745, -76.5379774 39.335511, -76.537948 39.3355201, -76.5377928 39.3353046, -76.5374462 39.3349589, -76.5368266 39.3340497, -76.5367126 39.3339165, -76.536572 39.3337888, -76.5358333 39.3332125, -76.5357029 39.3330943, -76.5355365 39.3328819, -76.5353102 39.3324837, -76.5347818 39.3313292, -76.5347022 39.3310643, -76.5346144 39.3303352, -76.5346385 39.3303152, -76.5350775 39.330239, -76.5352756 39.3309731, -76.535438 39.3312047, -76.5356815 39.3314074, -76.5358643 39.3316914, -76.5358607 39.332116, -76.5359449 39.33234, -76.5360321 39.3324627, -76.5361358 39.3324575, -76.5361641 39.3327445, -76.536946 39.332593, -76.5369521 39.3326138)), ((-76.5354365 39.3178653, -76.5354832 39.3178217, -76.5355741 39.3179075, -76.5356793 39.3182391, -76.5357833 39.3184816, -76.5357759 39.3186101, -76.5356465 39.3189322, -76.5365819 39.31865, -76.5364009 39.319438, -76.5364231 39.3194761, -76.5360484 39.3207746, -76.5359945 39.3208872, -76.5353248 39.3217796, -76.5335824 39.3239513, -76.5334397 39.3241881, -76.5333333 39.324459, -76.5333009 39.3246016, -76.5332849 39.3248681, -76.5333097 39.3251079, -76.5333762 39.3253424, -76.5339185 39.3267302, -76.534025 39.3268916, -76.5342328 39.3270768, -76.5342205 39.3271116, -76.5340649 39.3272864, -76.5338505 39.3275725, -76.5337669 39.3277171, -76.5336063 39.327995, -76.5335468 39.3280077, -76.5333431 39.3279387, -76.5332435 39.3278749, -76.5331391 39.3277764, -76.5328946 39.3273042, -76.5325866 39.3266512, -76.532429 39.3261884, -76.5322782 39.3255878, -76.5322079 39.3249751, -76.5320051 39.3240575, -76.5316246 39.3240857, -76.5288847 39.3245478, -76.529762 39.3237708, -76.5302682 39.3230273, -76.5308243 39.3226792, -76.5313627 39.3223737, -76.5312587 39.3221806, -76.5323227 39.3215775, -76.5334403 39.320749, -76.5335748 39.32055, -76.5337185 39.3203986, -76.5339712 39.320072, -76.5342127 39.3196853, -76.5342887 39.3195353, -76.5344534 39.3190983, -76.5345836 39.3185404, -76.5354114 39.3182611, -76.5353432 39.3179524, -76.5354365 39.3178653)), ((-76.5340834 39.3287896, -76.53321 39.3299225, -76.5335203 39.3286965, -76.5336544 39.3282663, -76.5338478 39.327859, -76.5338658 39.3278317, -76.5341164 39.3274533, -76.5342342 39.3273129, -76.5347543 39.3279194, -76.5340834 39.3287896)))",,,,,,,Moore's Run Park,Q49528144,,,,Baltimore,US,4901,21206,MD,Denview Way,,,,,Baltimore City Department of Recreation & Parks,,,,,,,"[[[8773134387, 1517336398, 1517336385, 1517336397, 1517336386, 1517336395, 1517336387, 1517336394, 1517336384, 6964471584, 1517336370, 6964471585, 1517336368, 6964534712, 8773141428, 6964471630, 6964471632, 8773141427, 8773141426, 8773141425, 8773141424, 8773141423, 8773141422, 8773141421, 8773141420, 8773141419, 8773141418, 8773141417, 8773134416, 8773134415, 8773134386], [8773134386, 8773134414, 8773134413, 8773134412, 8773134411, 8773134410, 8773134409, 8773134408, 8773134407, 1517336324, 1342884229, 1342884237, 1517336356, 1517336359, 1517336360, 1517336361, 1517336362, 1517336364, 1517336365, 1517336366, 1517336371, 1517336372, 1517336373, 1517336376, 1517336383, 6964216800, 8773134387], [8773134383, 8773134401, 8773134400, 8773134406, 8773134384], [8773134384, 8773134405, 8773134404, 8773134403, 8773134402, 8773134383], [6964216789, 1517338149, 1517338151, 1517338148], [1517338148, 6964216786, 6964216785, 6964179084, 6964179083, 6964179081, 6964179079, 6964179082, 6964179080, 6964179078, 6964179076, 6964179075, 6964179074, 6964179073, 6964179072, 6964179071, 6964179070, 6964179069, 6964179067, 6964179065, 6964179063, 6964179061, 6964179060, 6964179059, 6964179058, 6964179057, 6964179056, 6964179055, 6964179054, 6964179053, 6964179052, 6964179051, 6964179062, 6964179064, 6964179066, 6964179050, 6964179049, 6964179047, 6964179046, 6964179045, 6964179044, 6964179040, 6964179038, 6964179037, 6964179039, 6964179036, 6964179035, 6964179033, 6964179032, 6964179031, 6964179029, 6964179028, 6964179027, 6964179026, 6964216796, 6964216795, 6964216794, 6964216793, 6964216792, 6964216791, 6964179034, 6964216789]]]",public,Q110062922,BCRP,,protected_area,Mayor & City Council of Baltimore,municipal,perpetuity,Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[138383748, 947828462, 947828456, 947828468, 947828466, 744102630]",multipolygon,,,,,,,
relation,12764728,park,"MULTIPOLYGON (((-76.5369521 39.3326138, -76.536946 39.332593, -76.5361641 39.3327445, -76.5361358 39.3324575, -76.5359037 39.3301038, -76.5370755 39.3299277, -76.5372354 39.3305691, -76.5380747 39.3304409, -76.5383327 39.3323477, -76.5383276 39.3324538, -76.5383042 39.3324981, -76.5378836 39.3324777, -76.5374934 39.3325061, -76.5369521 39.3326138)), ((-76.5349501 39.3301558, -76.5331223 39.3304663, -76.5332095 39.3303214, -76.5345515 39.3298632, -76.5341367 39.3292461, -76.5342176 39.3291402, -76.5346564 39.3285654, -76.5345803 39.3287894, -76.5346652 39.329, -76.5349487 39.3293986, -76.5357184 39.329281, -76.535892 39.3299958, -76.5349501 39.3301558)))",21,510,12/04/1996,1707727,24,,Radecke Park,Q49547502,,,,Baltimore,US,5602,21206,MD,Radecke Avenue,,,,,Baltimore City Department of Recreation & Parks,,,,,,,"[[[6964216789, 1517338149, 1517338151, 1517338148], [6964216789, 1517338143, 3447807146, 1517338140, 1517338139, 1517338157, 8773134388, 8773134389, 358248370, 1517338152, 1517338148], [8773134381, 8773134393, 8773134392, 8773134391, 8773134390, 8773134399, 8773134398, 8773134382], [8773134382, 8773134397, 8773134396, 8773134395, 8773134394, 8773134381]]]",,Q5092,,,protected_area,Mayor & City Council of Baltimore,municipal,perpetuity,Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[947828466, 138383766, 947828467, 947828457]",multipolygon,,,,,,,
relation,12795355,park,"POLYGON ((-76.5958147 39.2680847, -76.595743 39.2680601, -76.5945713 39.2676594, -76.5945016 39.2677774, -76.5943026 39.2677141, -76.5939256 39.2675942, -76.5932523 39.2687504, -76.5912035 39.2680353, -76.5911739 39.268006, -76.592087 39.2664242, -76.5921521 39.2663705, -76.5921876 39.2663093, -76.5922877 39.2662625, -76.5925982 39.2661962, -76.5928227 39.2661943, -76.5928584 39.266194, -76.5942699 39.2664705, -76.5951605 39.2666605, -76.5956233 39.2667206, -76.5965614 39.2668122, -76.5958147 39.2680847))",,510,09/12/1979,597665,24,,Latrobe Park,Q49514921,,,,Baltimore,US,1529,21230,MD,East Fort Avenue,,,,,Baltimore City Department of Recreation & Parks,,,,,,,"[[[4112836737, 2882793259, 4112836733, 2882793258, 2882793263, 4112836732, 3432391813, 4112836740, 1192715380, 358245328], [358245328, 2882793203, 1192715366, 1192715365, 2882793098, 9777551065, 1192715382, 1192715367, 4112836739, 5999073019, 4112836738, 4112836737]]]",public,Q110062922,BCRP,,protected_area,Mayor & City Council of Baltimore,municipal,perpetuity,Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[949403580, 103287759]",multipolygon,,,,,,,
